Recording,Pipeline,Latency,Error,MinError,MaxSpeed,MeanSpeed,DlydReps
Synthetic_73x57_high_241110_150215_v1,gpu,8,3.15,1.657,0.432,0.31,0
Synthetic_73x57_high_241110_150227_v1,gpu,6,2.738,1.509,0.445,0.31,0
Synthetic_73x57_high_241110_150240_v1,gpu,7,2.982,1.657,0.438,0.309,0
Synthetic_73x57_high_241110_150252_v1,gpu,6,2.902,1.637,0.469,0.323,0
Synthetic_73x57_high_241110_150305_v1,gpu,8,3.165,1.651,0.432,0.308,0
Synthetic_85x64_high_241110_150432_v1,gpu,8,3.129,1.47,0.446,0.324,0
Synthetic_85x64_high_241110_150445_v1,gpu,7,2.71,1.301,0.44,0.331,0
Synthetic_85x64_high_241110_150457_v1,gpu,5,2.441,1.206,0.459,0.346,0
Synthetic_85x64_high_241110_150510_v1,gpu,8,3.065,1.447,0.431,0.325,0
Synthetic_85x64_high_241110_150522_v1,gpu,6,2.397,1.178,0.449,0.338,0
Synthetic_96x70_high_241110_150652_v1,gpu,6,2.807,1.377,0.455,0.351,0
Synthetic_96x70_high_241110_150704_v1,gpu,7,2.833,1.346,0.431,0.342,0
Synthetic_96x70_high_241110_150717_v1,gpu,7,2.917,1.332,0.431,0.346,0
Synthetic_96x70_high_241110_150729_v1,gpu,8,3.431,1.733,0.44,0.342,0
Synthetic_96x70_high_241110_150742_v1,gpu,8,3.42,1.677,0.442,0.343,0
Synthetic_106x76_high_241110_150913_v1,gpu,7,2.77,1.386,0.42,0.344,0
Synthetic_106x76_high_241110_150926_v1,gpu,7,2.873,1.375,0.434,0.35,0
Synthetic_106x76_high_241110_150938_v1,gpu,8,3.53,1.804,0.415,0.35,0
Synthetic_106x76_high_241110_150951_v1,gpu,8,3.199,1.481,0.425,0.346,0
Synthetic_106x76_high_241110_151003_v1,gpu,7,3.157,1.678,0.454,0.361,0
Synthetic_115x81_high_241110_151137_v1,gpu,7,2.887,1.388,0.429,0.35,0
Synthetic_115x81_high_241110_151149_v1,gpu,7,2.874,1.35,0.435,0.354,0
Synthetic_115x81_high_241110_151202_v1,gpu,7,2.903,1.343,0.433,0.35,0
Synthetic_115x81_high_241110_151214_v1,gpu,6,2.788,1.346,0.463,0.367,0
Synthetic_115x81_high_241110_151226_v1,gpu,8,3.179,1.481,0.463,0.353,0
Synthetic_124x86_high_241110_151402_v1,gpu,6,2.546,1.146,0.446,0.368,0
Synthetic_124x86_high_241110_151415_v1,gpu,7,3.065,1.408,0.453,0.356,0
Synthetic_124x86_high_241110_151427_v1,gpu,6,2.655,1.181,0.452,0.363,0
Synthetic_124x86_high_241110_151440_v1,gpu,7,2.695,1.192,0.432,0.364,0
Synthetic_124x86_high_241110_151452_v1,gpu,7,2.776,1.193,0.414,0.356,0
Synthetic_131x91_high_241110_151629_v1,gpu,7,2.66,1.188,0.429,0.359,0
Synthetic_131x91_high_241110_151641_v1,gpu,6,2.697,1.229,0.469,0.37,0
Synthetic_131x91_high_241110_151654_v1,gpu,7,2.771,1.145,0.411,0.363,0
Synthetic_131x91_high_241110_151706_v1,gpu,7,2.567,1.11,0.427,0.355,0
Synthetic_131x91_high_241110_151719_v1,gpu,6,2.767,1.255,0.456,0.374,0
Synthetic_139x96_high_241110_151857_v1,gpu,7,2.91,1.204,0.427,0.367,0
Synthetic_139x96_high_241110_151910_v1,gpu,7,2.856,1.225,0.433,0.37,0
Synthetic_139x96_high_241110_151922_v1,gpu,7,2.812,1.211,0.428,0.358,0
Synthetic_139x96_high_241110_151934_v1,gpu,6,2.431,0.997,0.446,0.379,0
Synthetic_139x96_high_241110_151947_v1,gpu,6,2.627,1.122,0.464,0.368,0
Synthetic_146x100_high_241110_152128_v1,gpu,6,2.454,1.009,0.43,0.36,0
Synthetic_146x100_high_241110_152140_v1,gpu,7,2.686,1.071,0.44,0.365,0
Synthetic_146x100_high_241110_152153_v1,gpu,7,2.631,1.066,0.417,0.365,0
Synthetic_146x100_high_241110_152205_v1,gpu,7,2.72,1.102,0.434,0.369,0
Synthetic_146x100_high_241110_152218_v1,gpu,6,2.444,0.953,0.427,0.369,0
Synthetic_153x104_high_241110_152400_v1,gpu,6,2.535,0.968,0.442,0.367,0
Synthetic_153x104_high_241110_152413_v1,gpu,6,2.625,1.005,0.449,0.38,0
Synthetic_153x104_high_241110_152425_v1,gpu,6,2.463,0.94,0.447,0.374,0
Synthetic_153x104_high_241110_152437_v1,gpu,6,2.472,0.966,0.432,0.366,0
Synthetic_153x104_high_241110_152450_v1,gpu,6,2.422,0.951,0.449,0.37,0
Synthetic_160x108_high_241110_152634_v1,gpu,6,2.551,0.94,0.447,0.375,0
Synthetic_160x108_high_241110_152647_v1,gpu,7,2.636,0.963,0.427,0.367,0
Synthetic_160x108_high_241110_152659_v1,gpu,6,2.349,0.91,0.436,0.366,0
Synthetic_160x108_high_241110_152712_v1,gpu,6,2.513,0.96,0.423,0.372,0
Synthetic_160x108_high_241110_152724_v1,gpu,6,2.428,0.891,0.442,0.377,0
Synthetic_166x112_high_241110_152911_v1,gpu,6,2.595,0.868,0.446,0.382,0
Synthetic_166x112_high_241110_152923_v1,gpu,6,2.547,0.869,0.433,0.366,0
Synthetic_166x112_high_241110_152936_v1,gpu,7,2.548,0.879,0.423,0.367,0
Synthetic_166x112_high_241110_152948_v1,gpu,6,2.608,0.911,0.445,0.373,0
Synthetic_166x112_high_241110_153001_v1,gpu,6,2.528,0.87,0.441,0.369,0
Synthetic_172x115_high_241110_153149_v1,gpu,6,2.609,0.871,0.461,0.378,0
Synthetic_172x115_high_241110_153202_v1,gpu,6,2.538,0.888,0.417,0.365,0
Synthetic_172x115_high_241110_153214_v1,gpu,7,2.639,0.872,0.438,0.371,0
Synthetic_172x115_high_241110_153227_v1,gpu,7,2.701,0.93,0.435,0.381,0
Synthetic_172x115_high_241110_153239_v1,gpu,6,2.673,0.901,0.468,0.386,0
Synthetic_178x119_high_241110_153430_v1,gpu,7,2.655,0.874,0.411,0.363,0
Synthetic_178x119_high_241110_153442_v1,gpu,7,2.781,0.873,0.452,0.382,0
Synthetic_178x119_high_241110_153455_v1,gpu,7,2.732,0.886,0.424,0.375,0
Synthetic_178x119_high_241110_153507_v1,gpu,7,2.698,0.857,0.436,0.372,0
Synthetic_178x119_high_241110_153520_v1,gpu,7,2.773,0.91,0.462,0.385,0
Synthetic_184x122_high_241110_153711_v1,gpu,7,2.778,0.778,0.444,0.374,0
Synthetic_184x122_high_241110_153724_v1,gpu,7,2.903,0.812,0.428,0.381,0
Synthetic_184x122_high_241110_153736_v1,gpu,7,2.916,0.852,0.466,0.383,0
Synthetic_184x122_high_241110_153748_v1,gpu,7,2.865,0.809,0.457,0.38,0
Synthetic_184x122_high_241110_153801_v1,gpu,7,2.912,0.839,0.429,0.383,0
Synthetic_189x125_high_241110_153955_v1,gpu,8,3.044,0.873,0.445,0.377,0
Synthetic_189x125_high_241110_154007_v1,gpu,8,2.986,0.881,0.426,0.364,0
Synthetic_189x125_high_241110_154019_v1,gpu,8,3.155,0.874,0.459,0.388,0
Synthetic_189x125_high_241110_154032_v1,gpu,8,3.023,0.881,0.438,0.379,0
Synthetic_189x125_high_241110_154044_v1,gpu,8,3.014,0.886,0.414,0.375,0
Synthetic_195x129_high_241110_154240_v1,gpu,8,3.278,0.88,0.438,0.378,0
Synthetic_195x129_high_241110_154253_v1,gpu,8,3.351,0.9,0.467,0.386,0
Synthetic_195x129_high_241110_154305_v1,gpu,8,3.244,0.889,0.453,0.377,0
Synthetic_195x129_high_241110_154317_v1,gpu,8,3.288,0.895,0.428,0.375,0
Synthetic_195x129_high_241110_154330_v1,gpu,8,3.327,0.911,0.438,0.38,0
Synthetic_200x132_high_241110_154528_v1,gpu,9,3.419,0.836,0.433,0.37,0
Synthetic_200x132_high_241110_154540_v1,gpu,9,3.404,0.814,0.416,0.369,0
Synthetic_200x132_high_241110_154553_v1,gpu,9,3.5,0.874,0.45,0.383,0
Synthetic_200x132_high_241110_154606_v1,gpu,9,3.442,0.834,0.43,0.368,0
Synthetic_200x132_high_241110_154618_v1,gpu,9,3.366,0.829,0.409,0.368,0
Synthetic_205x135_high_241110_154817_v1,gpu,10,3.817,0.961,0.446,0.378,0
Synthetic_205x135_high_241110_154829_v1,gpu,10,3.696,0.937,0.444,0.37,0
Synthetic_205x135_high_241110_154842_v1,gpu,10,3.801,0.942,0.441,0.381,0
Synthetic_205x135_high_241110_154855_v1,gpu,10,3.79,0.946,0.443,0.374,0
Synthetic_205x135_high_241110_154907_v1,gpu,10,3.715,0.957,0.432,0.373,0
Synthetic_210x138_high_241110_155109_v1,gpu,10,4.079,0.903,0.454,0.38,0
Synthetic_210x138_high_241110_155121_v1,gpu,10,4.09,0.944,0.44,0.383,0
Synthetic_210x138_high_241110_155134_v1,gpu,10,4.101,0.936,0.444,0.386,0
Synthetic_210x138_high_241110_155146_v1,gpu,10,4.04,0.942,0.452,0.383,0
Synthetic_210x138_high_241110_155159_v1,gpu,10,3.987,0.91,0.447,0.377,0
Synthetic_215x141_high_241110_155402_v1,gpu,11,4.279,0.905,0.438,0.379,0
Synthetic_215x141_high_241110_155414_v1,gpu,11,4.305,0.899,0.443,0.377,0
Synthetic_215x141_high_241110_155427_v1,gpu,11,4.406,0.916,0.421,0.382,0
Synthetic_215x141_high_241110_155439_v1,gpu,11,4.349,0.942,0.463,0.382,0
Synthetic_215x141_high_241110_155452_v1,gpu,11,4.336,0.909,0.438,0.385,0
Synthetic_220x143_high_241110_155657_v1,gpu,12,4.555,0.928,0.464,0.383,0
Synthetic_220x143_high_241110_155709_v1,gpu,12,4.51,0.933,0.443,0.375,0
Synthetic_220x143_high_241110_155721_v1,gpu,12,4.512,0.901,0.425,0.375,0
Synthetic_220x143_high_241110_155734_v1,gpu,12,4.797,0.963,0.447,0.396,0
Synthetic_220x143_high_241110_155746_v1,gpu,12,4.719,0.951,0.463,0.393,0
Synthetic_225x146_high_241110_155953_v1,gpu,13,4.799,0.895,0.427,0.373,0
Synthetic_225x146_high_241110_160005_v1,gpu,13,4.948,0.922,0.428,0.376,0
Synthetic_225x146_high_241110_160018_v1,gpu,13,4.962,0.948,0.456,0.383,0
Synthetic_225x146_high_241110_160030_v1,gpu,13,4.926,0.925,0.443,0.383,0
Synthetic_225x146_high_241110_160043_v1,gpu,13,4.994,0.909,0.43,0.38,0
Synthetic_229x149_high_241110_160251_v1,gpu,13,5.167,0.942,0.425,0.378,0
Synthetic_229x149_high_241110_160304_v1,gpu,13,5.375,0.976,0.465,0.397,0
Synthetic_229x149_high_241110_160316_v1,gpu,14,5.28,0.943,0.442,0.383,0
Synthetic_229x149_high_241110_160329_v1,gpu,13,5.142,0.927,0.43,0.375,0
Synthetic_229x149_high_241110_160341_v1,gpu,13,5.066,0.929,0.422,0.372,0
Synthetic_234x152_high_241110_160552_v1,gpu,15,5.529,1.015,0.437,0.376,0
Synthetic_234x152_high_241110_160605_v1,gpu,14,5.567,1.014,0.452,0.384,0
Synthetic_234x152_high_241110_160617_v1,gpu,14,5.624,1.014,0.457,0.39,0
Synthetic_234x152_high_241110_160629_v1,gpu,14,5.404,0.982,0.411,0.374,0
Synthetic_234x152_high_241110_160642_v1,gpu,14,5.381,1.003,0.45,0.374,0
Synthetic_238x154_high_241110_160854_v1,gpu,15,5.878,1.031,0.437,0.382,0
Synthetic_238x154_high_241110_160907_v1,gpu,15,5.641,1.009,0.41,0.371,0
Synthetic_238x154_high_241110_160919_v1,gpu,15,5.955,1.045,0.448,0.39,0
Synthetic_238x154_high_241110_160932_v1,gpu,15,5.855,1.026,0.416,0.382,0
Synthetic_238x154_high_241110_160944_v1,gpu,15,5.817,1.027,0.438,0.379,0
Synthetic_243x157_high_241110_161159_v1,gpu,18,6.447,3.403,0.424,0.374,0
Synthetic_243x157_high_241110_161212_v1,gpu,13,5.856,3.131,0.42,0.373,0
Synthetic_243x157_high_241110_161224_v1,gpu,14,6.253,3.076,0.442,0.382,0
Synthetic_243x157_high_241110_161237_v1,gpu,14,6.318,2.96,0.44,0.39,0
Synthetic_243x157_high_241110_161249_v1,gpu,14,6.137,3.004,0.43,0.378,0
Synthetic_251x162_high_241110_161506_v1,gpu,18,7.41,3.966,0.457,0.39,0
Synthetic_251x162_high_241110_161519_v1,gpu,15,6.778,3.61,0.44,0.386,0
Synthetic_251x162_high_241110_161532_v1,gpu,19,7.448,3.927,0.459,0.39,0
Synthetic_251x162_high_241110_161544_v1,gpu,15,6.695,3.707,0.444,0.381,0
Synthetic_251x162_high_241110_161557_v1,gpu,15,6.925,3.385,0.443,0.386,0
Synthetic_256x165_high_241110_162732_v1,gpu,19,7.393,1.222,0.465,0.388,0
Synthetic_256x165_high_241110_162744_v1,gpu,19,7.224,1.172,0.421,0.38,0
Synthetic_256x165_high_241110_162757_v1,gpu,19,7.467,1.177,0.461,0.388,0
Synthetic_256x165_high_241110_162810_v1,gpu,19,7.297,1.138,0.425,0.382,0
Synthetic_256x165_high_241110_162822_v1,gpu,19,7.227,1.177,0.421,0.383,0
Synthetic_73x57_high_241110_165202_v1,gpu,9,0.92,0.664,0.097,0.077,0
Synthetic_73x57_high_241110_165226_v1,gpu,7,0.797,0.65,0.09,0.072,0
Synthetic_73x57_high_241110_165239_v1,gpu,8,0.78,0.666,0.08,0.062,0
Synthetic_73x57_high_241110_165251_v1,gpu,7,0.979,0.698,0.128,0.104,0
Synthetic_85x64_high_241110_165459_v1,gpu,9,0.698,0.568,0.077,0.058,0
Synthetic_85x64_high_241110_165511_v1,gpu,7,0.948,0.56,0.156,0.123,0
Synthetic_85x64_high_241110_165523_v1,gpu,9,0.738,0.543,0.092,0.068,0
Synthetic_85x64_high_241110_165536_v1,gpu,7,0.678,0.518,0.091,0.076,0
Synthetic_85x64_high_241110_165548_v1,gpu,7,0.667,0.522,0.09,0.073,0
Synthetic_96x70_high_241110_165758_v1,gpu,9,0.774,0.604,0.091,0.069,0
Synthetic_96x70_high_241110_165823_v1,gpu,8,0.974,0.645,0.124,0.104,0
Synthetic_96x70_high_241110_165835_v1,gpu,8,0.743,0.602,0.083,0.064,0
Synthetic_96x70_high_241110_165847_v1,gpu,8,0.85,0.584,0.106,0.085,0
Synthetic_106x76_high_241110_170100_v1,gpu,8,1.13,0.665,0.161,0.127,0
Synthetic_106x76_high_241110_170149_v1,gpu,8,1.301,0.754,0.161,0.133,0
Synthetic_115x81_high_241110_170403_v1,gpu,7,0.989,0.68,0.127,0.109,0
Synthetic_115x81_high_241110_170416_v1,gpu,9,1.139,0.767,0.119,0.103,0
Synthetic_115x81_high_241110_170428_v1,gpu,7,1.027,0.646,0.156,0.135,0
Synthetic_73x57_high_241110_171112_v1,gpu,9,1.263,0.81,0.138,0.119,0
Synthetic_73x57_high_241110_171124_v1,gpu,9,0.813,0.651,0.081,0.067,0
Synthetic_73x57_high_241110_171136_v1,gpu,9,0.803,0.739,0.072,0.049,0
Synthetic_73x57_high_241110_171148_v1,gpu,9,1.323,0.781,0.155,0.128,0
Synthetic_73x57_high_241110_171200_v1,gpu,10,1.015,0.702,0.103,0.084,0
Synthetic_85x64_high_241110_171409_v1,gpu,8,0.638,0.585,0.066,0.046,0
Synthetic_85x64_high_241110_171421_v1,gpu,8,0.781,0.504,0.106,0.084,0
Synthetic_85x64_high_241110_171433_v1,gpu,7,0.66,0.504,0.087,0.073,0
Synthetic_85x64_high_241110_171445_v1,gpu,8,0.792,0.527,0.104,0.088,0
Synthetic_85x64_high_241110_171457_v1,gpu,7,0.941,0.56,0.136,0.115,0
Synthetic_96x70_high_241110_171721_v1,gpu,7,0.726,0.585,0.086,0.07,0
Synthetic_96x70_high_241110_171733_v1,gpu,9,1.197,0.784,0.13,0.11,0
Synthetic_96x70_high_241110_171745_v1,gpu,10,1.025,0.637,0.106,0.088,0
Synthetic_96x70_high_241110_171757_v1,gpu,9,0.821,0.613,0.089,0.073,0
Synthetic_106x76_high_241110_172010_v1,gpu,8,0.911,0.6,0.109,0.093,0
Synthetic_106x76_high_241110_172022_v1,gpu,8,0.974,0.657,0.121,0.095,0
Synthetic_106x76_high_241110_172034_v1,gpu,9,0.873,0.633,0.091,0.077,0
Synthetic_106x76_high_241110_172046_v1,gpu,7,1.001,0.64,0.141,0.122,0
Synthetic_106x76_high_241110_172058_v1,gpu,8,0.975,0.664,0.122,0.105,0
Synthetic_115x81_high_241110_172314_v1,gpu,8,1.254,0.81,0.141,0.125,0
Synthetic_115x81_high_241110_172326_v1,gpu,9,0.871,0.619,0.09,0.075,0
Synthetic_115x81_high_241110_172338_v1,gpu,9,1.345,0.818,0.146,0.123,0
Synthetic_115x81_high_241110_172402_v1,gpu,8,0.679,0.623,0.063,0.042,0
Synthetic_124x86_high_241110_172619_v1,gpu,8,0.954,0.596,0.119,0.101,0
Synthetic_124x86_high_241110_172631_v1,gpu,8,0.646,0.578,0.068,0.051,0
Synthetic_124x86_high_241110_172643_v1,gpu,7,1.048,0.667,0.141,0.126,0
Synthetic_124x86_high_241110_172655_v1,gpu,8,1.328,0.75,0.156,0.135,0
Synthetic_124x86_high_241110_172708_v1,gpu,8,1.063,0.663,0.13,0.113,0
Synthetic_131x91_high_241110_172938_v1,gpu,7,0.769,0.534,0.106,0.085,0
Synthetic_131x91_high_241110_172950_v1,gpu,8,0.666,0.551,0.086,0.06,0
Synthetic_131x91_high_241110_173002_v1,gpu,7,0.788,0.521,0.112,0.094,0
Synthetic_131x91_high_241110_173014_v1,gpu,8,0.85,0.55,0.112,0.095,0
Synthetic_139x96_high_241110_173234_v1,gpu,7,0.902,0.571,0.127,0.11,0
Synthetic_139x96_high_241110_173246_v1,gpu,8,0.995,0.586,0.136,0.118,0
Synthetic_139x96_high_241110_173258_v1,gpu,8,0.771,0.543,0.1,0.08,0
Synthetic_139x96_high_241110_173310_v1,gpu,9,0.675,0.596,0.075,0.047,0
Synthetic_139x96_high_241110_173322_v1,gpu,7,0.723,0.571,0.09,0.07,0
Synthetic_146x100_high_241110_173545_v1,gpu,8,1.012,0.524,0.136,0.115,0
Synthetic_146x100_high_241110_173557_v1,gpu,8,1.042,0.57,0.134,0.118,0
Synthetic_146x100_high_241110_173609_v1,gpu,8,0.643,0.507,0.087,0.065,0
Synthetic_146x100_high_241110_173621_v1,gpu,4,0.525,0.508,0.073,0.048,0
Synthetic_146x100_high_241110_173633_v1,gpu,6,0.566,0.504,0.082,0.06,0
Synthetic_153x104_high_241110_173909_v1,gpu,7,0.63,0.568,0.078,0.054,0
Synthetic_153x104_high_241110_173921_v1,gpu,5,0.592,0.543,0.086,0.061,0
Synthetic_153x104_high_241110_173933_v1,gpu,3,0.559,0.55,0.075,0.051,0
Synthetic_153x104_high_241110_173945_v1,gpu,7,0.839,0.536,0.133,0.113,0
Synthetic_160x108_high_241110_174212_v1,gpu,9,0.671,0.558,0.08,0.056,0
Synthetic_160x108_high_241110_174224_v1,gpu,6,0.904,0.559,0.15,0.13,0
Synthetic_160x108_high_241110_174236_v1,gpu,8,0.986,0.546,0.128,0.11,0
Synthetic_160x108_high_241110_174248_v1,gpu,8,1.082,0.599,0.137,0.121,0
Synthetic_160x108_high_241110_174300_v1,gpu,7,0.719,0.537,0.097,0.077,0
Synthetic_166x112_high_241110_174528_v1,gpu,6,0.764,0.522,0.121,0.104,0
Synthetic_166x112_high_241110_174540_v1,gpu,5,0.586,0.54,0.085,0.062,0
Synthetic_166x112_high_241110_174604_v1,gpu,6,0.85,0.536,0.134,0.119,0
Synthetic_166x112_high_241110_174616_v1,gpu,7,0.877,0.539,0.135,0.119,0
Synthetic_172x115_high_241110_174847_v1,gpu,7,0.793,0.535,0.121,0.104,0
Synthetic_172x115_high_241110_174859_v1,gpu,6,0.689,0.522,0.104,0.083,0
Synthetic_172x115_high_241110_174911_v1,gpu,8,1.143,0.591,0.147,0.132,0
Synthetic_172x115_high_241110_174923_v1,gpu,8,0.976,0.537,0.133,0.115,0
Synthetic_172x115_high_241110_174935_v1,gpu,8,0.804,0.525,0.104,0.083,0
Synthetic_178x119_high_241110_175207_v1,gpu,6,0.646,0.519,0.093,0.074,0
Synthetic_178x119_high_241110_175219_v1,gpu,6,0.749,0.537,0.111,0.092,0
Synthetic_178x119_high_241110_175231_v1,gpu,8,0.843,0.555,0.113,0.093,0
Synthetic_178x119_high_241110_175243_v1,gpu,8,0.962,0.555,0.124,0.108,0
Synthetic_178x119_high_241110_175255_v1,gpu,8,0.775,0.535,0.098,0.076,0
Synthetic_184x122_high_241110_175529_v1,gpu,9,0.653,0.585,0.071,0.047,0
Synthetic_184x122_high_241110_175541_v1,gpu,8,1.112,0.559,0.157,0.137,0
Synthetic_184x122_high_241110_175553_v1,gpu,9,1.175,0.599,0.146,0.125,0
Synthetic_184x122_high_241110_175605_v1,gpu,8,1.026,0.548,0.143,0.126,0
Synthetic_184x122_high_241110_175617_v1,gpu,8,1.163,0.632,0.145,0.128,0
Synthetic_189x125_high_241110_175904_v1,gpu,8,0.79,0.621,0.096,0.076,0
Synthetic_189x125_high_241110_175916_v1,gpu,7,0.654,0.608,0.072,0.05,0
Synthetic_189x125_high_241110_175928_v1,gpu,8,0.839,0.563,0.111,0.091,0
Synthetic_189x125_high_241110_175940_v1,gpu,10,0.706,0.628,0.062,0.043,0
Synthetic_195x129_high_241110_180218_v1,gpu,8,1.095,0.631,0.138,0.122,0
Synthetic_195x129_high_241110_180230_v1,gpu,9,0.779,0.548,0.092,0.072,0
Synthetic_195x129_high_241110_180242_v1,gpu,8,0.651,0.583,0.072,0.048,0
Synthetic_195x129_high_241110_180254_v1,gpu,9,0.828,0.544,0.098,0.077,0
Synthetic_195x129_high_241110_180306_v1,gpu,9,0.965,0.665,0.107,0.087,0
Synthetic_200x132_high_241110_180545_v1,gpu,12,0.73,0.574,0.078,0.052,0
Synthetic_200x132_high_241110_180557_v1,gpu,9,1.22,0.557,0.155,0.128,0
Synthetic_200x132_high_241110_180609_v1,gpu,6,0.566,0.496,0.081,0.057,0
Synthetic_200x132_high_241110_180621_v1,gpu,9,0.884,0.498,0.114,0.09,0
Synthetic_205x135_high_241110_180915_v1,gpu,6,0.809,0.748,0.078,0.058,0
Synthetic_205x135_high_241110_180927_v1,gpu,10,0.983,0.545,0.117,0.093,0
Synthetic_205x135_high_241110_180939_v1,gpu,8,0.771,0.622,0.089,0.066,0
Synthetic_205x135_high_241110_181003_v1,gpu,9,1.036,0.681,0.113,0.092,0
Synthetic_210x138_high_241110_181246_v1,gpu,10,0.879,0.518,0.102,0.077,0
Synthetic_210x138_high_241110_181258_v1,gpu,10,1.224,0.615,0.137,0.122,0
Synthetic_210x138_high_241110_181310_v1,gpu,10,1.029,0.543,0.113,0.098,0
Synthetic_210x138_high_241110_181322_v1,gpu,9,0.91,0.656,0.101,0.083,0
Synthetic_215x141_high_241110_181620_v1,gpu,11,1.242,0.569,0.126,0.106,0
Synthetic_215x141_high_241110_181632_v1,gpu,13,1.065,0.634,0.092,0.072,0
Synthetic_215x141_high_241110_181644_v1,gpu,12,0.987,0.526,0.094,0.076,0
Synthetic_215x141_high_241110_181656_v1,gpu,13,0.698,0.537,0.066,0.043,0
Synthetic_215x141_high_241110_181708_v1,gpu,10,0.999,0.528,0.114,0.09,0
Synthetic_220x143_high_241110_181954_v1,gpu,11,1.223,0.569,0.122,0.105,0
Synthetic_220x143_high_241110_182006_v1,gpu,11,1.451,0.588,0.136,0.122,0
Synthetic_220x143_high_241110_182018_v1,gpu,12,0.906,0.559,0.087,0.063,0
Synthetic_220x143_high_241110_182030_v1,gpu,11,1.054,0.498,0.105,0.089,0
Synthetic_220x143_high_241110_182042_v1,gpu,11,1.436,0.651,0.149,0.131,0
Synthetic_225x146_high_241110_182331_v1,gpu,12,1.371,0.569,0.133,0.115,0
Synthetic_225x146_high_241110_182343_v1,gpu,12,0.862,0.506,0.087,0.063,0
Synthetic_225x146_high_241110_182355_v1,gpu,11,0.736,0.555,0.077,0.053,0
Synthetic_225x146_high_241110_182407_v1,gpu,12,0.946,0.52,0.094,0.071,0
Synthetic_225x146_high_241110_182419_v1,gpu,12,0.955,0.515,0.094,0.072,0
Synthetic_229x149_high_241110_182709_v1,gpu,13,1.432,0.517,0.125,0.112,0
Synthetic_229x149_high_241110_182721_v1,gpu,13,1.497,0.526,0.128,0.114,0
Synthetic_229x149_high_241110_182733_v1,gpu,13,1.617,0.538,0.14,0.126,0
Synthetic_229x149_high_241110_182745_v1,gpu,13,1.26,0.478,0.111,0.094,0
Synthetic_229x149_high_241110_182757_v1,gpu,14,1.762,0.548,0.152,0.131,0
Synthetic_234x152_high_241110_183050_v1,gpu,14,1.645,0.616,0.145,0.118,0
Synthetic_234x152_high_241110_183102_v1,gpu,13,1.272,0.588,0.113,0.096,0
Synthetic_234x152_high_241110_183114_v1,gpu,16,0.952,0.605,0.075,0.053,0
Synthetic_234x152_high_241110_183138_v1,gpu,14,1.439,0.596,0.127,0.105,0
Synthetic_238x154_high_241110_183432_v1,gpu,15,1.849,0.598,0.148,0.127,0
Synthetic_238x154_high_241110_183444_v1,gpu,14,1.038,0.522,0.094,0.073,0
Synthetic_238x154_high_241110_183456_v1,gpu,15,1.686,0.584,0.139,0.111,0
Synthetic_238x154_high_241110_183520_v1,gpu,14,1.967,0.618,0.164,0.138,0
Synthetic_247x160_high_241110_184806_v1,gpu,18,1.24,0.498,0.087,0.067,0
Synthetic_247x160_high_241110_184819_v1,gpu,15,1.014,0.516,0.089,0.063,0
Synthetic_247x160_high_241110_184831_v1,gpu,17,1.964,0.577,0.133,0.115,0
Synthetic_247x160_high_241110_184843_v1,gpu,16,0.905,0.522,0.078,0.054,0
Synthetic_247x160_high_241110_184855_v1,gpu,16,1.005,0.517,0.084,0.062,0
Synthetic_73x57_high_241110_185949_v1,gpu,8,0.856,0.639,0.101,0.08,0
Synthetic_73x57_high_241110_190001_v1,gpu,8,0.983,0.674,0.126,0.098,0
Synthetic_73x57_high_241110_190014_v1,gpu,7,0.756,0.666,0.084,0.064,0
Synthetic_73x57_high_241110_190026_v1,gpu,7,0.767,0.677,0.08,0.064,0
Synthetic_85x64_high_241110_190249_v1,gpu,9,0.675,0.571,0.073,0.057,0
Synthetic_85x64_high_241110_190302_v1,gpu,9,1.234,0.714,0.148,0.121,0
Synthetic_85x64_high_241110_190314_v1,gpu,9,0.7,0.607,0.076,0.053,0
Synthetic_85x64_high_241110_190326_v1,gpu,6,0.607,0.567,0.071,0.049,0
Synthetic_85x64_high_241110_190339_v1,gpu,7,0.629,0.559,0.072,0.054,0
Synthetic_96x70_high_241110_190552_v1,gpu,7,1,0.639,0.139,0.12,0
Synthetic_96x70_high_241110_190604_v1,gpu,8,0.835,0.612,0.094,0.077,0
Synthetic_96x70_high_241110_190616_v1,gpu,10,1.012,0.625,0.11,0.092,0
Synthetic_96x70_high_241110_190641_v1,gpu,7,0.745,0.573,0.095,0.077,0
Synthetic_106x76_high_241110_190857_v1,gpu,8,0.909,0.634,0.114,0.093,0
Synthetic_106x76_high_241110_190909_v1,gpu,8,1.12,0.736,0.137,0.115,0
