Recording,Pipeline,Latency,Error,MinError,MaxSpeed,MeanSpeed,DlydReps
Synthetic_medium_241014_092420_v1,spinnaker,9,1.763,0.449,0.202,0.187,0.0
Synthetic_medium_241014_092420_v1,gpu,19,3.629,0.782,0.205,0.192,0.0
Synthetic_medium_241014_092510_v1,spinnaker,9,1.831,0.499,0.214,0.195,0.0
Synthetic_medium_241014_092510_v1,gpu,19,3.606,0.762,0.209,0.193,0.0
Synthetic_medium_241014_092600_v1,spinnaker,9,2.475,1.207,0.222,0.205,0.041
Synthetic_medium_241014_092600_v1,gpu,19,4.085,0.792,0.233,0.215,0.0
Synthetic_medium_241014_092650_v1,spinnaker,8,1.936,0.527,0.244,0.223,0.0
Synthetic_medium_241014_092650_v1,gpu,19,4.324,0.812,0.242,0.223,0.0
Synthetic_medium_241014_092741_v1,spinnaker,9,2.823,1.145,0.258,0.237,0.025
Synthetic_medium_241014_092741_v1,gpu,19,4.378,0.849,0.259,0.235,0.0
Synthetic_medium_241014_092831_v1,spinnaker,9,2.222,0.522,0.27,0.246,0.0
Synthetic_medium_241014_092831_v1,gpu,19,4.82,0.863,0.274,0.253,0.0
Synthetic_medium_241014_092921_v1,spinnaker,9,2.342,0.48,0.275,0.251,0.0
Synthetic_medium_241014_092921_v1,gpu,19,4.699,0.866,0.278,0.249,0.0
Synthetic_medium_241014_093011_v1,spinnaker,8,2.298,0.481,0.291,0.275,0.0
Synthetic_medium_241014_093011_v1,gpu,19,4.984,0.869,0.288,0.265,0.0
Synthetic_medium_241014_093101_v1,spinnaker,9,2.522,0.499,0.324,0.287,0.0
Synthetic_medium_241014_093101_v1,gpu,19,5.318,0.897,0.32,0.282,0.0
Synthetic_high_241014_093151_v1,spinnaker,9,3.675,0.92,0.423,0.392,0.0
Synthetic_high_241014_093151_v1,gpu,19,7.268,1.121,0.411,0.378,0.0
Synthetic_high_241014_093242_v1,spinnaker,8,3.6,0.649,0.458,0.419,0.0
Synthetic_high_241014_093242_v1,gpu,19,8.197,1.292,0.486,0.423,0.0
Synthetic_high_241014_093333_v1,spinnaker,9,4.236,0.666,0.526,0.465,0.0
Synthetic_high_241014_093333_v1,gpu,19,8.991,1.406,0.501,0.466,0.0
Synthetic_high_241014_093423_v1,spinnaker,8,4.287,1.015,0.543,0.484,0.0
Synthetic_high_241014_093423_v1,gpu,19,9.598,1.452,0.572,0.496,0.0
Synthetic_high_241014_093513_v1,spinnaker,8,4.563,0.715,0.58,0.53,0.0
Synthetic_high_241014_093513_v1,gpu,19,10.334,1.611,0.587,0.535,0.0
Synthetic_high_241014_093604_v1,spinnaker,9,4.927,0.705,0.614,0.547,0.0
Synthetic_high_241014_093604_v1,gpu,19,11.088,1.712,0.618,0.574,0.0
Synthetic_high_241014_093654_v1,spinnaker,9,5.343,0.764,0.682,0.601,0.0
Synthetic_high_241014_093654_v1,gpu,19,11.74,1.799,0.691,0.607,0.0
Synthetic_high_241014_093744_v1,spinnaker,9,6.197,0.992,0.693,0.63,0.0
Synthetic_high_241014_093744_v1,gpu,19,12.312,1.931,0.717,0.636,0.0
Synthetic_high_241014_093834_v1,spinnaker,9,6.232,1.138,0.751,0.682,0.0
Synthetic_high_241014_093834_v1,gpu,19,13.027,2.074,0.752,0.677,0.0
Synthetic_high_241014_093925_v1,spinnaker,9,6.521,0.823,0.797,0.702,0.0
Synthetic_high_241014_093925_v1,gpu,19,14.322,2.455,0.819,0.725,0.0
Synthetic_low_241014_223657_v1,spinnaker,9,0.666,0.608,0.065,0.041,0.0
Synthetic_low_241014_223657_v1,gpu,34,1.42,0.686,0.063,0.04,0.098
Synthetic_low_241014_223800_v1,spinnaker,7,0.659,0.613,0.072,0.048,0.0
Synthetic_low_241014_223800_v1,gpu,21,1.075,0.673,0.067,0.045,0.0245
Synthetic_low_241014_223901_v1,spinnaker,10,0.81,0.705,0.077,0.051,0.0155
Synthetic_low_241014_223901_v1,gpu,24,1.31,0.607,0.081,0.053,0.0
Synthetic_low_241014_224002_v1,spinnaker,11,0.863,0.683,0.079,0.057,0.0
Synthetic_low_241014_224002_v1,gpu,20,1.23,0.595,0.08,0.058,0.0
Synthetic_low_241014_224102_v1,spinnaker,10,0.783,0.581,0.084,0.061,0.0
Synthetic_low_241014_224102_v1,gpu,15,1.028,0.604,0.085,0.062,0.0
Synthetic_low_241014_224206_v1,spinnaker,7,0.644,0.502,0.086,0.068,0.0
Synthetic_low_241014_224206_v1,gpu,16,1.195,0.596,0.09,0.068,0.0
Synthetic_low_241014_224310_v1,spinnaker,9,0.757,0.491,0.098,0.076,0.0
Synthetic_low_241014_224310_v1,gpu,17,1.307,0.623,0.097,0.074,0.0
Synthetic_low_241014_224414_v1,spinnaker,8,0.739,0.477,0.103,0.081,0.0
Synthetic_low_241014_224414_v1,gpu,17,1.419,0.645,0.095,0.078,0.0
Synthetic_low_241014_224514_v1,spinnaker,10,0.886,0.434,0.108,0.087,0.0
Synthetic_low_241014_224514_v1,gpu,22,1.91,0.635,0.109,0.087,0.0
Synthetic_low_241014_224618_v1,spinnaker,7,0.731,0.445,0.111,0.092,0.0
Synthetic_low_241014_224618_v1,gpu,17,1.624,0.655,0.115,0.093,0.0
Synthetic_medium_241014_224719_v1,spinnaker,8,1.511,0.492,0.208,0.176,0.0
Synthetic_medium_241014_224719_v1,gpu,18,3.161,0.787,0.198,0.172,0.0
Synthetic_medium_241014_224820_v1,spinnaker,9,1.692,0.482,0.221,0.192,0.0
Synthetic_medium_241014_224820_v1,gpu,19,3.622,0.781,0.222,0.192,0.0
Synthetic_medium_241014_224925_v1,spinnaker,9,1.892,0.5,0.231,0.2,0.0
Synthetic_medium_241014_224925_v1,gpu,18,3.647,0.798,0.217,0.196,0.0
Synthetic_medium_241014_225027_v1,spinnaker,9,1.953,0.472,0.242,0.207,0.0
Synthetic_medium_241014_225027_v1,gpu,19,3.972,0.782,0.248,0.212,0.0
Synthetic_medium_241014_225129_v1,spinnaker,8,1.969,0.473,0.26,0.227,0.0
Synthetic_medium_241014_225129_v1,gpu,19,4.176,0.823,0.259,0.219,0.0
Synthetic_medium_241014_225231_v1,spinnaker,9,2.049,0.472,0.253,0.234,0.0
Synthetic_medium_241014_225231_v1,gpu,19,4.378,0.799,0.273,0.231,0.0
Synthetic_medium_241014_225334_v1,spinnaker,9,2.313,0.495,0.293,0.258,0.0
Synthetic_medium_241014_225334_v1,gpu,19,4.611,0.825,0.264,0.239,0.0
Synthetic_medium_241014_225435_v1,spinnaker,9,2.251,0.517,0.297,0.248,0.0
Synthetic_medium_241014_225435_v1,gpu,19,4.953,0.864,0.278,0.26,0.0
Synthetic_medium_241014_225536_v1,spinnaker,9,2.758,0.85,0.298,0.263,0.007
Synthetic_medium_241014_225536_v1,gpu,19,4.986,0.873,0.294,0.262,0.0
Synthetic_medium_241014_225638_v1,spinnaker,8,2.346,0.479,0.327,0.279,0.0
Synthetic_medium_241014_225638_v1,gpu,19,5.27,0.912,0.304,0.275,0.0
Synthetic_high_241014_225739_v1,spinnaker,8,3.162,0.597,0.433,0.381,0.0
Synthetic_high_241014_225739_v1,gpu,19,7.497,1.182,0.475,0.392,0.0
Synthetic_high_241014_225840_v1,spinnaker,8,3.733,0.66,0.518,0.432,0.0
Synthetic_high_241014_225840_v1,gpu,19,8.046,1.26,0.493,0.419,0.0
Synthetic_high_241014_225943_v1,spinnaker,8,3.937,0.689,0.607,0.478,0.0
Synthetic_high_241014_225943_v1,gpu,19,8.424,1.326,0.521,0.439,0.0
Synthetic_high_241014_230046_v1,spinnaker,9,4.598,0.687,0.565,0.489,0.0
Synthetic_high_241014_230046_v1,gpu,19,9.436,1.455,0.553,0.489,0.0
Synthetic_high_241014_230149_v1,spinnaker,8,4.362,0.691,0.587,0.511,0.0
Synthetic_high_241014_230149_v1,gpu,19,10.32,1.579,0.613,0.536,0.0
Synthetic_high_241014_230251_v1,spinnaker,9,5.001,0.779,0.642,0.556,0.0
Synthetic_high_241014_230251_v1,gpu,19,10.997,1.733,0.652,0.573,0.0
Synthetic_high_241014_230352_v1,spinnaker,9,5.692,0.821,0.683,0.593,0.0
Synthetic_high_241014_230352_v1,gpu,19,11.386,1.749,0.666,0.591,0.0
Synthetic_high_241014_230455_v1,spinnaker,9,6.328,1.136,0.707,0.619,0.0
Synthetic_high_241014_230455_v1,gpu,19,11.934,1.88,0.746,0.624,0.0
Synthetic_high_241014_230557_v1,spinnaker,9,7.057,1.789,0.762,0.67,0.0015
Synthetic_high_241014_230557_v1,gpu,19,12.79,2.092,0.76,0.656,0.0
Synthetic_high_241014_230658_v1,spinnaker,11,9.809,3.779,0.809,0.701,0.0
Synthetic_high_241014_230658_v1,gpu,19,13.571,2.22,0.826,0.694,0.0
Synthetic_high_241202_180153_v1,spinnaker,8,2.909,0.571,0.44,0.37,0.0
Synthetic_high_241202_180153_v1,gpu,18,6.601,2.063,0.419,0.376,0.0
