Recording,Pipeline,Latency,Error,MinError,MaxSpeed,MeanSpeed,DlydReps
Recording_mixed_241029_181813_v2,spinnaker,12,3.856,3.042,0.931,0.146,0.2655
Recording_mixed_241029_181813_v2,gpu,22,5.321,3.263,0.932,0.146,0.2905
Recording_mixed_241029_181813_v3,spinnaker,11,3.539,2.786,0.931,0.146,0.257
Recording_mixed_241029_181813_v3,gpu,22,5.166,3.024,1.035,0.154,0.304
Recording_mixed_241029_181813_v4,spinnaker,12,4.045,3.15,0.931,0.146,0.2755
Recording_mixed_241029_181813_v4,gpu,23,4.662,2.508,1.035,0.154,0.3035
Recording_mixed_241029_181813_v5,spinnaker,11,2.777,1.956,1.036,0.154,0.255
Recording_mixed_241029_181813_v5,gpu,22,5.909,3.834,0.931,0.146,0.3275
Recording_mixed_241029_181837_v1,spinnaker,10,7.221,5.858,0.378,0.224,0.3195
Recording_mixed_241029_181837_v1,gpu,20,8.034,4.911,0.378,0.224,0.274
Recording_mixed_241029_181837_v2,spinnaker,10,6.752,5.413,0.378,0.224,0.3045
Recording_mixed_241029_181837_v2,gpu,21,8.423,5.252,0.381,0.224,0.284
Recording_mixed_241029_181837_v3,spinnaker,10,7.066,5.761,0.379,0.224,0.306
Recording_mixed_241029_181837_v3,gpu,21,8.39,5.217,0.378,0.224,0.295
Recording_mixed_241029_181837_v4,spinnaker,9,6.714,5.471,0.379,0.224,0.3045
Recording_mixed_241029_181837_v4,gpu,20,7.674,4.404,0.418,0.227,0.289
Recording_mixed_241029_181837_v5,spinnaker,10,7.21,5.938,0.378,0.224,0.316
Recording_mixed_241029_181837_v5,gpu,21,8.248,5.139,0.379,0.225,0.2755
Recording_mixed_241029_181732_v1,spinnaker,10,2.299,1.198,0.459,0.157,0.2345
Recording_mixed_241029_181732_v1,gpu,19,5.626,3.264,0.46,0.159,0.293
Recording_mixed_241029_181732_v2,spinnaker,9,3.996,3.055,2.288,0.195,0.236
Recording_mixed_241029_181732_v2,gpu,19,8.348,6.014,0.459,0.157,0.3015
Recording_mixed_241029_181732_v3,spinnaker,10,3.994,2.891,0.45,0.157,0.2935
Recording_mixed_241029_181732_v3,gpu,19,5.584,3.232,0.449,0.158,0.2725
Recording_mixed_241029_181732_v4,spinnaker,9,3.923,2.892,0.449,0.16,0.2485
Recording_mixed_241029_181732_v4,gpu,19,4.876,2.512,0.459,0.157,0.259
Recording_mixed_241029_181732_v5,spinnaker,10,3.591,2.462,2.289,0.193,0.233
Recording_mixed_241029_181732_v5,gpu,19,6.729,4.372,2.278,0.193,0.26
Recording_mixed_241029_180529_v1,spinnaker,11,6.389,4.869,0.371,0.223,0.2115
Recording_mixed_241029_180529_v1,gpu,21,6.122,2.607,0.374,0.223,0.154
Recording_mixed_241029_180529_v2,spinnaker,10,3.505,2.0,0.374,0.217,0.1505
Recording_mixed_241029_180529_v2,gpu,21,6.131,2.644,0.373,0.223,0.1525
Recording_mixed_241029_180529_v3,spinnaker,10,3.897,2.378,0.399,0.224,0.154
Recording_mixed_241029_180529_v3,gpu,21,6.308,2.767,0.373,0.223,0.1565
Recording_mixed_241029_180529_v4,spinnaker,11,3.638,2.017,0.375,0.217,0.15
Recording_mixed_241029_180529_v4,gpu,21,6.193,2.693,0.378,0.223,0.159
Recording_mixed_241029_180529_v5,spinnaker,10,3.624,2.092,0.374,0.218,0.1535
Recording_mixed_241029_180529_v5,gpu,22,6.043,2.491,0.374,0.217,0.162
Recording_mixed_241029_181224_v1,spinnaker,9,2.573,1.646,0.446,0.169,0.1865
Recording_mixed_241029_181224_v1,gpu,21,4.535,2.193,0.44,0.168,0.2115
Recording_mixed_241029_181224_v2,spinnaker,9,2.488,1.636,0.447,0.169,0.1735
Recording_mixed_241029_181224_v2,gpu,21,4.621,2.443,0.447,0.168,0.2425
Recording_mixed_241029_181224_v3,spinnaker,9,2.553,1.649,0.444,0.168,0.187
Recording_mixed_241029_181224_v3,gpu,21,4.413,2.204,0.449,0.168,0.2205
Recording_mixed_241029_181224_v4,spinnaker,9,2.588,1.642,0.443,0.168,0.175
Recording_mixed_241029_181224_v4,gpu,21,4.253,1.956,0.445,0.168,0.2135
Recording_mixed_241029_181224_v5,spinnaker,10,2.689,1.71,0.446,0.167,0.1945
Recording_mixed_241029_181224_v5,gpu,21,5.083,2.854,0.444,0.168,0.2575
Recording_mixed_241029_181821_v1,spinnaker,9,3.402,2.168,0.41,0.219,0.1305
Recording_mixed_241029_181821_v1,gpu,18,4.796,2.025,0.408,0.218,0.0885
Recording_mixed_241029_181821_v2,spinnaker,10,3.556,2.253,0.408,0.219,0.1375
Recording_mixed_241029_181821_v2,gpu,19,4.56,1.716,0.408,0.219,0.084
Recording_mixed_241029_181821_v3,spinnaker,10,3.519,2.228,0.388,0.218,0.139
Recording_mixed_241029_181821_v3,gpu,19,4.502,1.638,0.408,0.219,0.084
Recording_mixed_241029_181821_v4,spinnaker,10,4.12,2.941,0.372,0.217,0.154
Recording_mixed_241029_181821_v4,gpu,18,4.762,2.017,0.409,0.219,0.084
Recording_mixed_241029_181821_v5,spinnaker,10,3.704,2.35,0.411,0.219,0.1515
Recording_mixed_241029_181821_v5,gpu,18,4.287,1.54,0.385,0.218,0.0685
Recording_mixed_241029_180512_v1,spinnaker,12,5.763,4.147,0.564,0.221,0.188
Recording_mixed_241029_180512_v1,gpu,21,7.199,3.964,0.574,0.219,0.166
Recording_mixed_241029_180512_v2,spinnaker,12,6.036,4.448,0.541,0.219,0.175
Recording_mixed_241029_180512_v2,gpu,21,5.846,2.417,0.566,0.22,0.122
Recording_mixed_241029_180512_v3,spinnaker,12,4.614,3.013,0.541,0.219,0.1495
Recording_mixed_241029_180512_v3,gpu,21,7.314,4.07,0.574,0.22,0.1605
Recording_mixed_241029_180512_v4,spinnaker,12,5.689,4.076,0.564,0.219,0.178
Recording_mixed_241029_180512_v4,gpu,21,5.869,2.456,0.566,0.219,0.1225
Recording_mixed_241029_180512_v5,spinnaker,12,6.093,4.452,0.551,0.22,0.165
Recording_mixed_241029_180512_v5,gpu,22,6.537,3.01,0.564,0.22,0.1585
