board_id,chip_id,processor_id,vertex,SDRAM
14,1,4,s_cnn,14632
14,1,5,s_cnn,14632
14,1,6,s_cnn,14632
14,1,7,s_cnn,14632
14,1,8,s_cnn,14632
14,1,9,s_cnn,14632
14,1,10,s_cnn,14632
14,1,11,s_cnn,14632
14,1,12,s_cnn,14632
14,1,13,s_cnn,14632
14,1,14,s_cnn,14632
14,1,15,s_cnn,14632
14,1,16,s_cnn,14632
14,1,17,s_cnn,14632
15,1,1,SYSTEM:ExtraMonitor,488476
15,1,2,s_cnn,14632
15,1,3,s_cnn,14632
15,1,4,s_cnn,14632
15,1,5,s_cnn,14632
15,1,6,s_cnn,14632
15,1,7,s_cnn,14632
15,1,8,s_cnn,14632
15,1,9,s_cnn,14632
15,1,10,s_cnn,14632
15,1,11,s_cnn,14632
15,1,12,s_cnn,14632
15,1,13,s_cnn,14632
15,1,14,s_cnn,14632
15,1,15,s_cnn,14632
15,1,16,s_cnn,14632
16,1,1,SYSTEM:ExtraMonitor,488476
16,1,2,s_cnn,14632
16,1,3,s_cnn,14632
16,1,4,s_cnn,14632
16,1,5,s_cnn,14632
16,1,6,s_cnn,14632
16,1,7,s_cnn,14632
16,1,8,s_cnn,14632
16,1,9,s_cnn,14632
16,1,10,s_cnn,14632
16,1,11,s_cnn,14632
16,1,12,s_cnn,14632
16,1,13,s_cnn,14632
16,1,14,s_cnn,14632
16,1,15,s_cnn,14632
16,1,16,s_cnn,14632
16,1,17,s_cnn,14632
17,1,1,SYSTEM:ExtraMonitor,488476
17,1,2,f_cnn,14632
17,1,3,f_cnn,14632
17,1,4,f_cnn,14632
17,1,5,f_cnn,14632
17,1,6,f_cnn,14632
17,1,7,f_cnn,14632
17,1,8,f_cnn,14632
17,1,9,f_cnn,14632
17,1,10,f_cnn,14632
17,1,11,f_cnn,14632
17,1,12,f_cnn,14632
17,1,13,f_cnn,14632
17,1,14,f_cnn,14632
17,1,15,f_cnn,14632
17,1,16,f_cnn,14632
17,1,17,f_cnn,14632
18,1,1,SYSTEM:ExtraMonitor,488476
18,1,2,f_cnn,14632
18,1,3,f_cnn,14632
18,1,4,f_cnn,14632
18,1,5,f_cnn,14632
18,1,6,f_cnn,14632
18,1,7,f_cnn,14632
18,1,8,f_cnn,14632
18,1,9,f_cnn,14632
18,1,10,f_cnn,14632
